tweet_ID	_golden	is_the_tweet_text_in_the_english_language	the_text_is_about_the_drugs_of_interest	genre_in_which_the_drug_is_mentioned_	sentiment_of_the_author_about_the_drug	theme_on_the_drug_ussage
293079458276073472	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	
293016698909495296	false	Yes	Yes	Humor (The tweet is generally funny)	Neither positive nor negative (neutral)	
293009295962947584	false	Yes	Yes	Humor (The tweet is generally funny)	Neither positive nor negative (neutral)	
292932984775000064	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	
292797563290132480	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
292745260340244480	false	Yes	Yes	Humor (The tweet is generally funny)	Neither positive nor negative (neutral)	
292720232903086080	false	No	No		Neither positive nor negative (neutral)	
292718068654813184	false	Yes	Yes	Humor (The tweet is generally funny)	Neither positive nor negative (neutral)	
292501164413575168	false	Yes	No		Neither positive nor negative (neutral)	
229734927564955648	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
292403332251803648	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	
292293244363087872	false	Yes	No		Neither positive nor negative (neutral)	
292247274812239873	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	Craving (Possibly related to stress relief)
291738715452211202	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	
291684504056258561	false	Yes	No		Neither positive nor negative (neutral)	
282361942021124096	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
282284229952417792	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
280690272780832768	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Negative about the drug	Disgust (Drug users or usage as repulsive)
275294963380678656	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	Pleasure (Drug usage as a pleasurable activity)
291646147150372868	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	
291636412154011648	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	
291593760301780992	false	Yes	No		Neither positive nor negative (neutral)	
235644471222616064	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Negative about the drug	
291487174648532992	false	Yes	No		Neither positive nor negative (neutral)	
291486541300252673	false	Yes	No	Humor (The tweet is generally funny)	Neither positive nor negative (neutral)	
233646875226554368	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Negative about the drug	
291439623819911168	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	
233330985402523648	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	Craving (Possibly related to stress relief)
291421642838650880	false	Yes	No		Neither positive nor negative (neutral)	
291390181364363264	false	Yes	No		Neither positive nor negative (neutral)	
232739521429659648	false	Yes	No		Neither positive nor negative (neutral)	
291387895460265984	false	Yes	No		Neither positive nor negative (neutral)	
291253719675310080	false	Yes	Yes	Humor (The tweet is generally funny)	Neither positive nor negative (neutral)	
291154788622680064	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	Pleasure (Drug usage as a pleasurable activity)
291123960484077569	false	Yes	Yes	Other's Experience (The writer is reporting about some else's experience with the drug)	Neither positive nor negative (neutral)	
291050740552716288	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	Craving (Possibly related to stress relief)
290994687874052097	false	Yes	No		Neither positive nor negative (neutral)	
290975616352780290	false	Yes	No	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
290666252878356480	false	No	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
290663627227291648	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	Pleasure (Drug usage as a pleasurable activity)
290655549018755072	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	Craving (Possibly related to stress relief)
290601102762704897	false	No	No		Neither positive nor negative (neutral)	
290588247208390656	false	Yes	Yes	Other's Experience (The writer is reporting about some else's experience with the drug)	Negative about the drug	Disgust (Drug users or usage as repulsive)
290580374487199744	false	Yes	No		Neither positive nor negative (neutral)	
290572220776972290	false	No	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	
290543053586984960	false	Yes	Yes	News (The writer is reporting on some recent news)	Negative about the drug	Disgust (Drug users or usage as repulsive)
290490385732603906	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	
290435700384493569	false	Yes	No		Neither positive nor negative (neutral)	
290338010841640960	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	Pleasure (Drug usage as a pleasurable activity)
290296524984950785	false	No			Neither positive nor negative (neutral)	
290293266027520000	false	Yes	No		Neither positive nor negative (neutral)	
290284172763869186	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	
290272630051848193	false	Yes	No		Neither positive nor negative (neutral)	
290249330693136384	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Positive about the drug	Pleasure (Drug usage as a pleasurable activity)
290158633042472960	false	No	No		Neither positive nor negative (neutral)	
290144049447436288	false	Yes	No		Neither positive nor negative (neutral)	
290080631579361280	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	Pleasure (Drug usage as a pleasurable activity)
289906651857829889	false	Yes	No	Cultural reference (The tweet mentions something specific to the popular culture.	Neither positive nor negative (neutral)	
289895008436363265	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	Craving (Possibly related to stress relief)
289841669501755392	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	Disgust (Drug users or usage as repulsive)
289757955367260160	false	No	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	Pleasure (Drug usage as a pleasurable activity)
289756801937862656	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
289736195313917952	false	Yes	Yes	First-hand experience (The writer is taking the drug. He's telling a personal experience.)	Neither positive nor negative (neutral)	
289734219817705473	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	
289664518886412288	false	Yes	Yes	Humor (The tweet is generally funny)	Neither positive nor negative (neutral)	Pleasure (Drug usage as a pleasurable activity)
289652695114059776	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Positive about the drug	Pleasure (Drug usage as a pleasurable activity)
289627244098363393	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	
289614057206607872	false	Yes	No		Neither positive nor negative (neutral)	
289175718854803456	false	Yes	No		Neither positive nor negative (neutral)	
289175622394187777	false	Yes	Yes	Opinion (The writer is giving his opinion,thoughts or point of view on something)	Neither positive nor negative (neutral)	
289174099857649664	false	Yes	No		Neither positive nor negative (neutral)	
289172032090939392	false	Yes	No		Neither positive nor negative (neutral)	
289148011311943680	false	Yes	Yes	Humor (The tweet is generally funny)	Neither positive nor negative (neutral)	
